City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Esperance,AU,-33.8667,121.9,57.22,70,100,15.86,overcast clouds
1,Tornio,FI,65.8481,24.1466,15.82,81,100,9.08,overcast clouds
2,Port Alfred,ZA,-33.5906,26.891,64.69,83,100,10.85,overcast clouds
3,Natitingou,BJ,10.3042,1.3796,81.12,37,100,1.97,overcast clouds
4,Mataura,NZ,-46.1927,168.8643,59.99,49,65,4.56,broken clouds
5,Kamina,CD,-8.7386,24.9906,62.92,98,88,4.43,light rain
6,Georgetown,MY,5.4112,100.3354,78.89,94,20,2.3,few clouds
7,Kapaa,US,22.0752,-159.319,82.47,69,75,3.0,broken clouds
8,New Norfolk,AU,-42.7826,147.0587,46.76,53,26,4.0,scattered clouds
9,Hobart,AU,-42.8794,147.3294,47.12,67,40,1.99,scattered clouds
10,Saint George,US,37.1041,-113.5841,81.07,25,1,1.99,clear sky
11,Urubamba,PE,-13.3047,-72.1158,68.9,75,97,6.42,overcast clouds
12,Vaini,TO,-21.2,-175.2,78.96,78,20,9.22,few clouds
13,Bluff,NZ,-46.6,168.3333,54.72,62,65,5.12,broken clouds
14,Rikitea,PF,-23.1203,-134.9692,74.01,73,100,14.34,overcast clouds
15,Matara,LK,5.9485,80.5353,79.38,83,93,11.92,overcast clouds
16,Geraldton,AU,-28.7667,114.6,55.81,100,75,3.44,broken clouds
17,Husavik,IS,66.0449,-17.3389,37.31,71,28,20.11,scattered clouds
18,Kavieng,PG,-2.5744,150.7967,84.15,69,100,10.69,overcast clouds
19,Butaritari,KI,3.0707,172.7902,82.35,73,11,16.11,few clouds
20,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.57,95,100,0.74,overcast clouds
21,Castro,BR,-24.7911,-50.0119,62.83,69,96,5.06,overcast clouds
22,Mehamn,NO,71.0357,27.8492,26.51,78,100,14.45,light snow
23,Severo-Kurilsk,RU,50.6789,156.125,40.62,93,96,17.31,light rain
24,Torbay,CA,47.6666,-52.7314,48.67,88,20,24.16,few clouds
25,Wheatley,GB,51.7473,-1.1394,51.89,94,75,3.44,broken clouds
26,Ankazoabo,MG,-22.2833,44.5167,70.14,69,80,4.94,broken clouds
27,Bredasdorp,ZA,-34.5322,20.0403,62.31,78,100,1.59,overcast clouds
28,Sisimiut,GL,66.9395,-53.6735,18.75,70,100,9.8,light snow
29,East London,ZA,-33.0153,27.9116,64.44,82,94,10.63,overcast clouds
30,Vikhorevka,RU,56.1201,101.1636,26.19,97,100,3.04,overcast clouds
31,Port Elizabeth,ZA,-33.918,25.5701,62.89,94,0,4.61,clear sky
32,Ushuaia,AR,-54.8,-68.3,42.46,81,75,25.32,drizzle
33,Capim Grosso,BR,-11.3811,-40.0128,72.54,79,98,13.76,overcast clouds
34,Sitka,US,57.0531,-135.33,39.09,81,75,3.44,broken clouds
35,Lanivtsi,UA,49.8633,26.0908,37.92,89,34,4.07,scattered clouds
36,Cabo San Lucas,MX,22.8909,-109.9124,89.51,42,20,4.61,few clouds
37,Port Macquarie,AU,-31.4333,152.9167,66.16,35,0,9.6,clear sky
38,Panjab,AF,34.388,67.0233,25.23,81,2,5.35,clear sky
39,Atherton,GB,53.5237,-2.4935,49.71,90,93,1.01,overcast clouds
40,Palmer,US,42.1584,-72.3287,46.54,70,90,3.44,overcast clouds
41,San Quintin,MX,30.4833,-115.95,77.31,33,0,10.27,clear sky
42,Kang,BW,-23.6752,22.7876,83.71,21,71,2.46,broken clouds
43,Cherskiy,RU,68.75,161.3,11.21,92,100,0.78,overcast clouds
44,Longyearbyen,SJ,78.2186,15.6401,8.44,78,40,12.66,scattered clouds
45,Saratovskaya,RU,44.7103,39.2244,38.79,84,100,2.86,overcast clouds
46,Portland,US,45.5234,-122.6762,66.58,80,90,4.0,overcast clouds
47,Yulara,AU,-25.2406,130.9889,66.04,32,24,13.8,few clouds
48,Victoria,HK,22.2855,114.1577,70.32,77,86,1.01,overcast clouds
49,Nazarovo,RU,56.0064,90.3914,30.7,95,100,10.4,light snow
50,San Patricio,US,28.017,-97.5169,84.92,46,0,11.99,clear sky
51,Avarua,CK,-21.2078,-159.775,78.85,65,90,6.91,overcast clouds
52,Qaanaaq,GL,77.484,-69.3632,-11.0,56,8,9.26,clear sky
53,Walvis Bay,NA,-22.9575,14.5053,61.09,85,79,5.68,broken clouds
54,Katsuura,JP,35.1333,140.3,51.91,70,0,9.64,clear sky
55,Dagda,LV,56.0951,27.5372,30.78,96,11,4.36,few clouds
56,Khatanga,RU,71.9667,102.5,-1.75,98,100,2.21,overcast clouds
57,Safford,US,32.834,-109.7076,83.52,12,1,0.0,clear sky
58,Lazaro Cardenas,MX,17.9583,-102.2,84.02,58,4,5.75,clear sky
59,Tra Vinh,VN,9.9347,106.3453,75.31,94,94,4.68,overcast clouds
60,Humaita,BR,-7.5061,-63.0208,83.01,71,100,1.5,overcast clouds
61,Zaraza,VE,9.3503,-65.3245,81.93,64,87,10.04,overcast clouds
62,Kuminskiy,RU,58.6667,66.5667,10.96,96,73,4.32,broken clouds
63,Hilo,US,19.7297,-155.09,82.13,81,1,10.36,clear sky
64,Kaitangata,NZ,-46.2817,169.8464,59.94,62,85,2.24,overcast clouds
65,Tuktoyaktuk,CA,69.4541,-133.0374,10.4,92,75,10.36,broken clouds
66,Sao Borja,BR,-28.6606,-56.0044,71.94,76,100,3.47,overcast clouds
67,Kodiak,US,57.79,-152.4072,33.31,51,1,12.66,clear sky
68,Punta Arenas,CL,-53.15,-70.9167,42.91,56,75,29.93,broken clouds
69,Mount Gambier,AU,-37.8333,140.7667,49.14,65,97,10.27,light rain
70,Busselton,AU,-33.65,115.3333,57.04,71,32,11.52,scattered clouds
71,Hermanus,ZA,-34.4187,19.2345,63.9,75,100,3.87,overcast clouds
72,Atuona,PF,-9.8,-139.0333,78.58,69,2,15.9,clear sky
73,Cape Town,ZA,-33.9258,18.4232,66.09,75,0,12.66,clear sky
74,Princeton,US,25.5384,-80.4089,75.0,64,1,4.61,clear sky
75,Airai,TL,-8.9266,125.4092,61.84,86,98,2.75,overcast clouds
76,Whitehorse,CA,60.7161,-135.0538,19.09,92,90,8.01,light snow
77,Launceston,AU,-41.45,147.1667,49.8,54,90,5.01,light rain
78,Talnakh,RU,69.4865,88.3972,-11.29,99,91,2.04,overcast clouds
79,Imphal,IN,24.8167,93.95,56.3,78,32,2.82,scattered clouds
80,Itarema,BR,-2.9248,-39.9167,80.67,78,13,12.84,few clouds
81,Tiksi,RU,71.6872,128.8694,-14.4,98,68,6.69,broken clouds
82,Mandera,KE,3.9366,41.867,83.43,50,68,10.22,broken clouds
83,Bonavista,CA,48.6499,-53.1147,50.11,91,90,14.54,light rain
84,Jamestown,US,42.097,-79.2353,34.09,99,90,4.0,light snow
85,Panacan,PH,9.2463,118.4082,79.43,86,100,10.65,overcast clouds
86,Albany,US,42.6001,-73.9662,44.55,73,94,1.01,overcast clouds
87,Katangli,RU,51.7102,143.2326,23.85,88,68,6.35,broken clouds
88,Faanui,PF,-16.4833,-151.75,75.34,88,100,12.84,moderate rain
89,Cidreira,BR,-30.1811,-50.2056,68.63,82,100,19.19,overcast clouds
90,Takhatgarh,IN,25.3333,73.0,65.7,31,0,2.84,clear sky
91,Boda,CF,4.3189,17.4695,70.7,94,49,1.57,light rain
92,Grindavik,IS,63.8424,-22.4338,36.9,87,75,27.63,broken clouds
93,Alofi,NU,-19.0595,-169.9187,80.49,61,73,12.66,broken clouds
94,Ulaanbaatar,MN,47.9077,106.8832,22.62,50,7,2.8,clear sky
95,Saint Anthony,US,45.0205,-93.218,33.73,64,90,1.99,overcast clouds
96,Oxford,GB,51.7522,-1.256,52.48,95,90,4.61,overcast clouds
97,Kloulklubed,PW,7.0419,134.2556,75.7,71,86,7.74,overcast clouds
98,Narsaq,GL,60.9167,-46.05,8.82,78,2,4.21,clear sky
99,Hanzhong,CN,33.0728,107.0303,41.99,85,2,0.83,clear sky
100,Shangzhi,CN,45.2167,127.9667,21.94,95,92,6.26,overcast clouds
101,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.6,86,90,6.91,overcast clouds
102,Dryden,CA,49.7833,-92.7503,25.09,80,75,8.05,broken clouds
103,Beringovskiy,RU,63.05,179.3167,30.74,89,100,19.64,overcast clouds
104,Lebu,CL,-37.6167,-73.65,56.84,74,4,10.18,clear sky
105,Carnarvon,AU,-24.8667,113.6333,68.07,83,29,10.36,scattered clouds
106,Toul,FR,48.6667,5.9167,48.29,93,90,9.22,overcast clouds
107,Lodeynoye Pole,RU,60.726,33.5531,29.86,70,39,8.57,scattered clouds
108,Ribeira Grande,PT,38.5167,-28.7,66.6,77,40,23.02,scattered clouds
109,Mayo,US,38.8876,-76.5119,49.28,60,90,1.01,overcast clouds
110,Asosa,ET,10.0667,34.5333,65.86,43,78,4.36,broken clouds
111,Barrow,US,71.2906,-156.7887,8.62,78,90,14.97,light snow
112,Mahebourg,MU,-20.4081,57.7,76.24,76,87,10.45,overcast clouds
113,Beberibe,BR,-4.1797,-38.1306,86.16,77,5,13.02,clear sky
114,Coos Bay,US,43.3665,-124.2179,67.01,90,90,8.05,overcast clouds
115,Kabompo,ZM,-13.5927,24.2008,64.44,97,100,3.96,light rain
116,Yangmei,CN,24.1023,112.5618,57.13,68,98,3.27,overcast clouds
117,Mpraeso,GH,6.5932,-0.7346,72.3,89,54,3.83,broken clouds
118,Porto Walter,BR,-8.2686,-72.7439,86.47,53,70,5.01,broken clouds
119,Nikolskoye,RU,59.7035,30.7861,31.87,77,14,7.87,few clouds
120,Bontang,ID,0.1333,117.5,75.7,94,100,5.37,overcast clouds
121,Arroyo,ES,41.6096,-4.7969,44.6,86,90,5.75,mist
122,Waycross,US,31.2136,-82.354,61.27,46,1,5.75,clear sky
123,Ambilobe,MG,-13.2,49.05,74.43,78,35,2.66,scattered clouds
124,Hami,CN,42.8,93.45,29.95,48,0,2.84,clear sky
125,Chimbote,PE,-9.0853,-78.5783,66.27,78,14,11.21,few clouds
126,Luderitz,NA,-26.6481,15.1594,72.48,45,0,16.4,clear sky
127,Isangel,VU,-19.55,169.2667,84.31,70,40,3.44,scattered clouds
128,Niederzier,DE,50.8833,6.4667,47.41,88,75,1.01,broken clouds
129,Maceio,BR,-9.6658,-35.7353,80.04,94,0,6.91,clear sky
130,Erenhot,CN,43.6475,111.9767,19.98,86,10,3.38,clear sky
131,Tiznit,MA,29.5833,-9.5,56.25,79,0,0.38,clear sky
132,Hirara,JP,24.8,125.2833,71.46,73,40,11.5,scattered clouds
133,Broken Hill,AU,-31.95,141.4333,53.65,52,0,14.0,clear sky
134,Tekeli,KZ,44.83,78.8239,33.28,96,100,5.19,snow
135,Ancud,CL,-41.8697,-73.8203,47.73,74,100,18.66,light rain
136,Saskylakh,RU,71.9167,114.0833,-7.19,91,100,7.09,overcast clouds
137,Malanje,AO,-9.5402,16.341,63.86,98,100,2.71,light rain
138,Coihaique,CL,-45.5752,-72.0662,42.75,75,90,6.91,light rain
139,Chuy,UY,-33.6971,-53.4616,67.19,88,100,6.78,overcast clouds
140,Salina Cruz,MX,16.1667,-95.2,84.65,49,66,25.5,broken clouds
141,Xichang,CN,27.8964,102.2634,52.3,82,94,1.1,overcast clouds
142,North Bend,US,43.4065,-124.2243,62.51,90,90,8.05,overcast clouds
143,Ukiah,US,39.1502,-123.2078,79.12,48,1,0.0,clear sky
144,Asau,RO,46.4333,26.4,39.96,79,39,2.39,scattered clouds
145,Ust-Ilimsk,RU,58.0006,102.6619,25.97,94,100,7.29,overcast clouds
146,Kiunga,PG,-6.1219,141.2906,74.12,99,100,0.54,overcast clouds
147,Upernavik,GL,72.7868,-56.1549,0.95,74,8,6.73,clear sky
148,Yellowknife,CA,62.456,-114.3525,18.41,99,70,5.99,broken clouds
149,Toccoa,US,34.5773,-83.3324,58.64,42,1,6.91,clear sky
150,Redwater,US,33.3582,-94.2544,70.09,51,59,2.19,broken clouds
151,Lompoc,US,34.6391,-120.4579,90.12,34,1,11.5,clear sky
152,Mporokoso,ZM,-9.3727,30.125,68.23,55,74,5.32,broken clouds
153,Chapais,CA,49.7834,-74.8492,28.18,82,100,6.87,overcast clouds
154,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,62.02,96,100,4.99,overcast clouds
155,Port Hardy,CA,50.6996,-127.4199,46.58,93,90,5.75,light intensity shower rain
156,Formosa,AR,-26.1775,-58.1781,71.58,88,75,5.75,broken clouds
157,Dikson,RU,73.5069,80.5464,-10.16,100,100,8.12,overcast clouds
158,Sept-Iles,CA,50.2001,-66.3821,35.06,95,90,0.0,light snow
159,Partyzany,UA,46.3314,34.7503,41.27,83,99,9.33,overcast clouds
160,Yar-Sale,RU,66.8333,70.8333,7.11,87,76,11.23,broken clouds
161,Mazagao,BR,-0.115,-51.2894,86.05,70,40,6.42,scattered clouds
162,Arraial Do Cabo,BR,-22.9661,-42.0278,70.21,66,56,14.81,broken clouds
163,Butembo,CD,0.15,29.2833,56.95,97,73,3.31,broken clouds
164,Bridlington,GB,54.0831,-0.1919,51.06,81,50,4.05,scattered clouds
165,Adrar,MR,20.5022,-10.0711,78.55,32,8,5.97,clear sky
166,Balkanabat,TM,39.5108,54.3671,49.23,66,0,5.73,clear sky
167,Pachino,IT,36.7186,15.0907,53.64,80,97,4.27,overcast clouds
168,Karratha,AU,-20.7377,116.8463,76.28,36,46,7.09,scattered clouds
169,Pangai,TO,-19.8,-174.35,80.71,61,20,10.36,few clouds
170,Port Blair,IN,11.6667,92.75,77.04,94,75,11.5,moderate rain
171,Kulhudhuffushi,MV,6.6221,73.07,81.48,78,100,22.82,overcast clouds
172,Taber,CA,49.8167,-112.1518,64.27,51,73,16.11,broken clouds
173,Tual,ID,-5.6667,132.75,81.77,76,75,5.23,broken clouds
174,Puerto Escondido,MX,15.85,-97.0667,83.7,53,78,4.29,broken clouds
175,Taldan,RU,53.6667,124.8,14.29,62,83,3.0,broken clouds
176,Nome,US,64.5011,-165.4064,17.67,73,90,0.0,overcast clouds
177,Manaus,BR,-3.1019,-60.025,82.9,83,75,8.05,thunderstorm
178,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,76,20,8.99,few clouds
179,Greenville,US,35.6127,-77.3663,59.02,55,1,3.44,clear sky
180,Chama,CH,47.1821,8.4636,49.26,88,90,8.05,overcast clouds
181,Bethel,US,41.3712,-73.414,45.91,70,100,1.99,overcast clouds
182,Lokoja,NG,7.8024,6.743,80.64,67,100,5.3,overcast clouds
183,Saldanha,ZA,-33.0117,17.9442,63.46,83,100,14.38,overcast clouds
184,Sechura,PE,-5.5569,-80.8222,73.2,57,12,18.03,few clouds
185,Lagos,NG,6.5833,3.75,79.21,88,99,5.08,overcast clouds
186,Boa Vista,BR,2.8197,-60.6733,87.78,55,75,8.05,broken clouds
187,Rio Gallegos,AR,-51.6226,-69.2181,50.05,29,40,40.29,scattered clouds
188,Chilmari,BD,25.5559,89.6715,66.22,77,1,3.11,clear sky
189,Ambon,ID,-3.6954,128.1814,75.34,94,40,5.75,light rain
190,Tuatapere,NZ,-46.1333,167.6833,57.96,54,49,6.2,scattered clouds
191,Santo Domingo,DO,18.5001,-69.9886,83.93,77,75,3.0,broken clouds
192,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,64,0,4.47,clear sky
193,Rawson,AR,-43.3002,-65.1023,67.12,35,66,15.35,broken clouds
194,Hithadhoo,MV,-0.6,73.0833,81.75,73,98,11.56,overcast clouds
195,Alice Springs,AU,-23.7,133.8833,65.75,45,2,6.91,clear sky
196,Nanortalik,GL,60.1432,-45.2371,18.18,63,0,31.63,clear sky
197,Port-Gentil,GA,-0.7193,8.7815,78.21,79,100,3.24,overcast clouds
198,Tura,IN,25.5198,90.2201,59.54,83,1,3.06,clear sky
199,Kununurra,AU,-15.7667,128.7333,76.98,65,100,0.0,overcast clouds
200,Puerto Madryn,AR,-42.7692,-65.0385,66.76,38,72,13.38,broken clouds
201,Amga,RU,60.8953,131.9608,-14.93,100,99,2.3,overcast clouds
202,Puerto Ayora,EC,-0.7393,-90.3518,76.96,77,64,10.16,broken clouds
203,Gamba,GA,-2.65,10.0,75.9,90,73,5.1,broken clouds
204,Sedan,FR,49.6667,5.0,47.52,94,37,6.46,scattered clouds
205,Urengoy,RU,65.9667,78.3667,-5.58,100,100,7.4,overcast clouds
206,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,77.86,79,39,2.95,scattered clouds
207,Masuda,JP,34.6667,131.85,48.34,72,90,6.22,overcast clouds
208,Saint-Philippe,RE,-21.3585,55.7679,74.75,80,59,14.23,broken clouds
209,Aklavik,CA,68.2191,-135.0107,7.63,96,100,3.31,overcast clouds
210,Rio Grande,BR,-32.035,-52.0986,66.54,90,100,11.39,moderate rain
211,Tasiilaq,GL,65.6145,-37.6368,35.76,84,100,7.74,overcast clouds
212,Filingue,NE,14.3521,3.3168,87.17,14,97,5.55,overcast clouds
213,Seoul,KR,37.5683,126.9778,42.24,93,40,2.3,fog
214,Mar Del Plata,AR,-38.0023,-57.5575,66.22,77,0,5.99,clear sky
215,Hanno,JP,35.8519,139.3181,51.89,56,0,4.03,clear sky
216,Ilulissat,GL,69.2167,-51.1,10.42,72,75,11.5,broken clouds
217,Bambous Virieux,MU,-20.3428,57.7575,76.21,74,95,10.4,overcast clouds
218,Barabinsk,RU,55.3571,78.357,24.13,98,100,2.82,overcast clouds
219,Necochea,AR,-38.5473,-58.7368,61.03,63,0,6.15,clear sky
220,Obo,CF,5.3998,26.4869,70.32,87,99,3.94,overcast clouds
221,Sahuaripa,MX,29.05,-109.2333,90.5,11,0,4.43,clear sky
222,Nantucket,US,41.2835,-70.0995,50.34,73,100,14.79,overcast clouds
223,Urumqi,CN,43.801,87.6005,23.95,74,31,2.24,smoke
224,Champerico,GT,14.3,-91.9167,90.14,68,43,6.69,scattered clouds
225,Nanakuli,US,21.3906,-158.1547,82.11,73,1,16.11,clear sky
226,Columbus,US,39.9612,-82.9988,38.25,96,90,9.22,mist
227,Dawlatabad,AF,36.4141,64.9053,47.53,78,4,3.65,clear sky
228,Madang,PG,-5.2246,145.7966,77.67,89,99,3.36,moderate rain
229,Grinnell,US,41.743,-92.7224,35.58,71,90,3.0,overcast clouds
230,Lubango,AO,-14.9172,13.4925,62.85,86,100,1.39,light rain
231,Los Algarrobos,PA,8.5,-82.4333,82.81,74,40,11.5,scattered clouds
232,Kharan,PK,28.5833,65.4167,56.84,30,0,11.63,clear sky
233,Kavaratti,IN,10.5669,72.642,82.54,73,100,14.58,overcast clouds
234,Touros,BR,-5.1989,-35.4608,81.5,78,6,12.97,clear sky
235,Hasaki,JP,35.7333,140.8333,45.0,60,19,12.86,few clouds
236,General Roca,AR,-39.0333,-67.5833,79.63,20,71,21.68,broken clouds
237,Svetlograd,RU,45.3353,42.8547,37.38,76,100,9.73,overcast clouds
238,Vila Do Maio,CV,15.1333,-23.2167,75.99,72,100,7.27,overcast clouds
239,Shelburne,CA,44.0787,-80.2041,32.76,97,100,2.8,light snow
240,Lagoa,PT,39.05,-27.9833,65.12,75,100,19.26,overcast clouds
241,Banda Aceh,ID,5.5577,95.3222,78.46,81,99,11.97,overcast clouds
242,Tingi,TZ,-11.3,35.0333,73.99,47,49,6.46,scattered clouds
243,Bossangoa,CF,6.4926,17.4552,74.48,81,22,4.18,few clouds
244,Sterling,US,39.0062,-77.4286,47.89,56,90,1.01,overcast clouds
245,Belmonte,BR,-15.8631,-38.8828,70.3,86,100,13.98,light rain
246,Berlevag,NO,70.8578,29.0864,26.55,80,75,13.8,broken clouds
247,Lavassaare,EE,58.5114,24.3889,27.9,89,11,2.73,few clouds
248,Kuliyapitiya,LK,7.4688,80.0401,75.36,94,100,5.37,overcast clouds
249,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,94,20,22.06,few clouds
250,Ouadda,CF,8.0777,22.4007,75.02,63,77,3.09,broken clouds
251,Mopipi,BW,-21.1833,24.8833,87.21,22,45,11.12,scattered clouds
252,Taltal,CL,-25.4,-70.4833,63.88,71,28,5.79,scattered clouds
253,Mbalmayo,CM,3.5167,11.5,67.91,99,55,4.14,broken clouds
254,Pombas,CV,17.1503,-25.0201,73.18,68,100,8.37,overcast clouds
255,Sao Filipe,CV,14.8961,-24.4956,76.12,73,54,9.78,broken clouds
256,Pitimbu,BR,-7.4706,-34.8086,81.19,77,5,12.71,clear sky
257,Lata,PT,40.1629,-8.3327,54.81,67,0,3.13,clear sky
258,Kjollefjord,NO,70.9457,27.3465,26.38,72,100,14.65,overcast clouds
259,Ketchikan,US,55.3422,-131.6461,39.67,87,90,9.22,light rain
260,Salalah,OM,17.0151,54.0924,73.49,68,0,3.44,clear sky
261,Terrace Bay,CA,48.7834,-87.1,33.42,74,99,11.36,overcast clouds
262,Mahon,ES,39.8885,4.2658,55.96,88,0,8.05,clear sky
263,Oktyabrskoye,RU,43.0645,44.7417,39.34,86,72,4.47,broken clouds
264,Kaduqli,SD,11.0167,29.7167,76.51,22,6,7.67,clear sky
265,Kulim,MY,5.365,100.5618,78.49,92,98,1.86,overcast clouds
266,Ust-Tsilma,RU,65.441,52.1498,17.71,87,61,6.69,broken clouds
267,Tikapur,NP,28.5,81.1333,67.03,85,2,3.58,clear sky
268,Mitsamiouli,KM,-11.3847,43.2844,79.12,79,6,9.08,clear sky
269,Chokurdakh,RU,70.6333,147.9167,2.3,97,100,4.27,overcast clouds
270,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,18.41,scattered clouds
271,Mercedes,AR,-34.6515,-59.4307,78.89,29,0,7.67,clear sky
272,Salgueiro,BR,-8.0742,-39.1192,89.28,31,12,11.74,few clouds
273,Lingyuan,CN,41.24,119.4011,29.43,59,0,3.04,clear sky
274,Camana,PE,-16.6228,-72.7111,65.95,77,78,5.21,broken clouds
275,Orlik,RU,52.5178,99.825,11.79,89,100,2.44,overcast clouds
276,Toamasina,MG,-18.1667,49.3833,69.8,94,40,1.14,scattered clouds
277,Fairbanks,US,64.8378,-147.7164,-2.24,77,90,0.0,haze
278,Myanaung,MM,18.2833,95.3167,73.33,92,40,1.52,scattered clouds
279,Kadoma,JP,34.7333,135.5833,55.38,88,0,2.3,clear sky
280,Loviisa,FI,60.4566,26.2251,29.43,80,32,5.84,scattered clouds
281,Klaksvik,FO,62.2266,-6.589,47.32,79,100,20.24,overcast clouds
282,Senneterre,CA,48.3835,-77.2328,30.42,74,100,3.42,overcast clouds
283,Bonwapitse,BW,-23.0766,26.7037,75.94,47,26,8.52,scattered clouds
284,Caravelas,BR,-17.7125,-39.2481,72.7,66,100,10.71,overcast clouds
285,Moyale,KE,3.5167,39.0584,69.8,69,91,5.17,overcast clouds
286,Tukrah,LY,32.5341,20.5791,69.82,51,10,22.93,clear sky
287,Dong Hoi,VN,17.4833,106.6,69.91,85,100,7.27,overcast clouds
288,Nieves,PH,15.3274,120.9485,74.43,92,97,2.51,overcast clouds
289,Clyde River,CA,70.4692,-68.5914,-0.29,77,31,5.61,scattered clouds
290,Anadyr,RU,64.75,177.4833,30.7,92,90,15.01,light snow
291,Souillac,MU,-20.5167,57.5167,76.35,76,58,9.31,broken clouds
292,Seminole,US,28.7086,-81.2081,69.01,63,1,8.05,clear sky
293,Te Anau,NZ,-45.4167,167.7167,54.34,65,43,5.37,scattered clouds
294,Isla Mujeres,MX,21.2311,-86.731,75.25,80,100,15.26,overcast clouds
295,Leningradskiy,RU,69.3833,178.4167,10.99,95,100,10.02,overcast clouds
296,Bedesa,ET,8.9,40.7833,62.69,60,81,1.79,broken clouds
297,Sur,OM,22.5667,59.5289,77.56,64,0,11.1,clear sky
298,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.74,66,11,8.81,few clouds
299,Dehloran,IR,32.6941,47.2679,69.82,26,100,2.3,overcast clouds
300,Merauke,ID,-8.4667,140.3333,80.55,84,100,8.37,overcast clouds
301,Bubaque,GW,11.2833,-15.8333,83.43,73,87,10.33,overcast clouds
302,Ondarroa,ES,43.3167,-2.4167,53.92,85,100,7.0,overcast clouds
303,Langsa,ID,4.4683,97.9683,74.88,95,100,2.62,overcast clouds
304,Amahai,ID,-3.3333,128.9167,76.01,89,100,4.41,overcast clouds
305,Vardo,NO,70.3705,31.1107,24.55,74,20,18.41,few clouds
306,Soloneshnoye,RU,51.6544,84.3197,30.94,89,97,6.6,light snow
307,Kolosovka,RU,56.4678,73.611,18.32,93,99,12.01,overcast clouds
308,Baie-Comeau,CA,49.2168,-68.1489,36.88,100,1,3.44,clear sky
309,Bulaevo,KZ,54.9056,70.4439,17.73,93,99,12.01,overcast clouds
310,Kamaishi,JP,39.2667,141.8833,49.96,74,3,6.4,clear sky
311,Srednekolymsk,RU,67.45,153.6833,6.06,96,100,6.13,overcast clouds
312,Scottsbluff,US,41.8666,-103.6672,66.63,34,1,15.01,clear sky
313,Chapleau,CA,47.8405,-83.4034,30.29,74,90,2.3,overcast clouds
314,Jozefow,PL,52.1371,21.2359,43.03,95,90,4.61,light intensity drizzle
315,Avera,US,33.194,-82.5271,62.47,38,0,8.5,clear sky
316,Slave Lake,CA,55.2834,-114.769,31.98,93,90,6.91,light snow
317,Sorland,NO,67.667,12.6934,41.07,85,100,39.21,moderate rain
318,Winthrop,US,42.3751,-70.9828,48.07,62,75,3.44,broken clouds
319,Prieska,ZA,-29.6641,22.7474,78.84,19,46,4.45,scattered clouds
320,Christchurch,NZ,-43.5333,172.6333,68.2,56,61,3.44,broken clouds
321,Namatanai,PG,-3.6667,152.4333,82.6,74,100,6.49,light rain
322,Karonga,MW,-9.9333,33.9333,79.77,63,35,2.06,scattered clouds
323,Canutama,BR,-6.5339,-64.3831,77.2,91,96,3.27,light rain
324,Suez,EG,29.9737,32.5263,69.21,52,38,4.18,scattered clouds
325,Bengkulu,ID,-3.8004,102.2655,74.59,88,100,4.16,overcast clouds
326,Celle,DE,52.6226,10.0805,45.1,94,90,6.91,mist
327,Provideniya,RU,64.3833,-173.3,26.71,74,90,11.18,overcast clouds
328,Mikuni,JP,36.2171,136.1519,48.11,75,69,7.25,broken clouds
329,Grootfontein,NA,-19.5667,18.1167,75.13,39,57,1.88,broken clouds
330,Warrnambool,AU,-38.3833,142.4833,49.6,67,100,18.21,overcast clouds
