City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
331,Ushtobe,KZ,45.2514,77.9838,39.18,94,100,16.71,light rain
332,Lensk,RU,60.7253,114.9278,7.0,99,74,3.74,broken clouds
333,Sorong,ID,-0.8833,131.25,76.93,89,95,9.71,overcast clouds
334,Moctezuma,MX,29.8,-109.6667,87.48,10,0,4.61,clear sky
335,Arlit,NE,18.7369,7.3853,80.8,13,93,10.63,overcast clouds
336,Changji,CN,44.0167,87.3167,27.39,74,42,2.24,smoke
337,Hamilton,US,39.1834,-84.5333,39.02,91,90,1.99,mist
338,Mount Isa,AU,-20.7333,139.5,69.57,30,0,14.97,clear sky
339,Hovd,MN,48.0056,91.6419,31.12,49,100,8.34,overcast clouds
340,Bahia Honda,CU,22.9036,-83.1592,75.33,85,100,11.45,light rain
341,Constitucion,CL,-35.3333,-72.4167,58.24,69,100,17.94,overcast clouds
342,Lagunas,PE,-5.2269,-75.6753,83.97,65,97,2.53,overcast clouds
343,Lorengau,PG,-2.0226,147.2712,80.22,83,100,4.54,overcast clouds
344,Flinders,AU,-34.5833,150.8552,60.8,51,7,8.99,clear sky
345,Tahe,CN,52.3333,124.7333,16.43,70,71,3.47,broken clouds
346,Missoula,US,47.0166,-113.8009,52.84,74,98,16.78,overcast clouds
347,San Cristobal,VE,7.7669,-72.225,75.38,77,76,0.98,broken clouds
348,Buenos Aires,AR,-34.6132,-58.3772,79.03,41,0,5.75,clear sky
349,Quatre Cocos,MU,-20.2078,57.7625,76.08,71,94,10.71,overcast clouds
350,Nouadhibou,MR,20.931,-17.0347,69.78,73,2,6.91,clear sky
351,Russell,US,32.3502,-85.1999,61.88,51,1,3.44,clear sky
352,Key Largo,US,25.0865,-80.4473,73.99,67,100,2.15,overcast clouds
353,Naze,JP,28.3667,129.4833,61.72,56,98,11.32,overcast clouds
354,Baykit,RU,61.67,96.37,18.99,97,100,2.46,light snow
355,Arkhipo-Osipovka,RU,44.37,38.52,48.51,70,100,5.55,overcast clouds
356,Soavinandriana,MG,-19.1667,46.7333,63.59,79,100,4.59,overcast clouds
357,Siemianowice Slaskie,PL,50.3274,19.029,41.95,94,75,3.0,mist
358,Luanda,AO,-8.8368,13.2343,78.28,83,95,10.56,overcast clouds
359,Buraydah,SA,26.326,43.975,68.45,34,94,9.55,overcast clouds
360,Olafsvik,IS,64.8945,-23.7142,37.99,68,94,39.64,overcast clouds
361,Bassano Del Grappa,IT,45.7676,11.7357,54.95,65,100,2.64,light rain
362,El Seibo,DO,18.7641,-69.0375,83.73,90,43,7.99,scattered clouds
363,Dixon,US,38.4455,-121.8233,75.69,94,90,3.44,overcast clouds
364,Guerrero Negro,MX,27.9769,-114.0611,82.42,27,0,9.89,clear sky
365,Shetpe,KZ,44.1667,52.1167,32.18,80,17,5.12,few clouds
366,Byron Bay,AU,-28.65,153.6167,75.31,35,0,7.94,clear sky
367,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,70.48,23,12,8.57,few clouds
368,Moree,AU,-29.4667,149.85,66.22,34,0,12.66,clear sky
369,Laguna,US,38.421,-121.4238,81.64,89,90,4.61,mist
370,La Ronge,CA,55.1001,-105.2842,34.05,86,75,2.3,broken clouds
371,Les Cayes,HT,18.2,-73.75,81.41,74,96,1.41,overcast clouds
372,Jining,CN,35.405,116.5814,48.9,54,100,6.67,overcast clouds
373,Mackay,AU,-21.15,149.2,82.04,63,0,4.12,clear sky
374,Huber Heights,US,39.8439,-84.1247,35.96,86,75,8.01,light rain
375,Jijiga,ET,9.35,42.8,61.75,58,19,3.31,few clouds
376,Lakatoro,VU,-16.0999,167.4164,83.3,71,66,8.77,broken clouds
377,Diego De Almagro,CL,-26.3667,-70.05,74.37,22,0,8.12,clear sky
378,Watertown,US,42.3709,-71.1828,48.11,65,75,1.01,broken clouds
379,Santa Rosa,PH,14.3122,121.1114,80.85,81,76,6.73,broken clouds
380,Oak Ridge,US,36.0104,-84.2696,54.32,52,1,4.61,clear sky
381,Quata,BR,-22.2475,-50.6983,77.79,43,75,6.55,broken clouds
382,Sirjan,IR,29.452,55.6814,49.17,34,5,3.8,clear sky
383,Marquette,US,46.5333,-87.6335,30.69,89,100,10.85,overcast clouds
384,Norman Wells,CA,65.282,-126.8329,10.44,85,75,10.36,light snow
385,Panama City,PA,8.9936,-79.5197,87.06,81,40,8.05,scattered clouds
386,Guamuchil,MX,25.4667,-108.1,94.75,18,0,6.85,clear sky
387,Kirakira,SB,-10.4544,161.9205,84.15,73,85,5.53,overcast clouds
388,Honningsvag,NO,70.9821,25.9704,31.21,63,100,17.98,overcast clouds
389,Wehr,DE,47.6298,7.9042,49.24,86,100,1.01,overcast clouds
390,Ampanihy,MG,-24.7,44.75,67.96,96,77,4.81,broken clouds
391,Haines Junction,CA,60.7522,-137.5108,12.15,73,50,2.3,scattered clouds
392,Harper,LR,4.375,-7.7169,78.49,85,97,5.99,light rain
393,Saravan,AM,39.7196,45.6483,30.85,35,65,3.74,broken clouds
394,Itoman,JP,26.1247,127.6694,68.02,73,20,11.5,few clouds
395,Pleasanton,US,37.6624,-121.8747,76.51,65,1,12.66,clear sky
396,San Lucas,MX,16.6,-92.7167,74.16,82,67,3.36,broken clouds
397,Warri,NG,5.5167,5.75,75.81,92,100,4.59,overcast clouds
398,Adeje,ES,28.1227,-16.726,67.08,69,20,1.01,few clouds
399,Saiha,IN,22.4833,92.9667,66.54,98,98,1.77,overcast clouds
400,Colares,PT,38.7992,-9.4469,61.32,54,0,5.99,clear sky
401,Poli,TZ,-3.3333,36.8,60.84,88,95,3.89,overcast clouds
402,Lakhnadon,IN,22.6,79.6,61.12,71,1,4.34,clear sky
403,Gat,IL,31.61,34.7642,70.92,32,43,14.23,scattered clouds
404,Hay River,CA,60.8156,-115.7999,19.38,86,90,8.05,overcast clouds
405,Urucara,BR,-2.5364,-57.76,80.38,82,100,2.48,overcast clouds
406,Inirida,CO,3.8653,-67.9239,78.21,89,99,2.98,overcast clouds
407,La Rioja,ES,42.25,-2.5,45.05,93,100,8.52,overcast clouds
408,Port Lincoln,AU,-34.7333,135.8667,56.79,63,95,14.85,overcast clouds
409,Naspur,IN,18.8333,79.45,73.99,94,19,2.35,few clouds
410,Cangucu,BR,-31.395,-52.6756,64.85,93,100,2.73,light rain
411,Verkhoyansk,RU,67.5447,133.385,-19.03,96,100,1.83,overcast clouds
412,Antalaha,MG,-14.9003,50.2788,71.96,79,4,4.85,clear sky
413,Osakarovka,KZ,50.565,72.5692,22.41,93,100,14.72,light snow
414,Lavrentiya,RU,65.5833,-171.0,13.41,94,95,4.76,overcast clouds
415,Marsa Matruh,EG,31.3525,27.2453,67.71,73,47,9.46,scattered clouds
416,Tessalit,ML,20.1986,1.0114,77.43,15,96,6.46,overcast clouds
417,Mecca,SA,21.4267,39.8261,77.67,73,0,1.86,clear sky
418,Sumenep,ID,-7.0167,113.8667,79.34,83,100,2.46,light rain
419,Marrakesh,MA,31.6315,-8.0083,60.87,63,20,6.91,few clouds
420,Kango,GA,0.1943,10.0951,71.98,98,100,1.52,overcast clouds
421,Porto Santo,PT,33.072,-16.3415,66.58,68,40,6.91,scattered clouds
422,Yokadouma,CM,3.5167,15.05,70.0,95,99,0.38,overcast clouds
423,Agadez,NE,19.75,10.25,78.44,15,99,5.86,overcast clouds
424,Pingliang,CN,35.5392,106.6861,35.83,44,5,2.98,clear sky
425,Chicama,PE,-7.8447,-79.1469,63.14,68,12,9.73,few clouds
426,Verkhniy Avzyan,RU,53.5289,57.5372,4.68,100,84,1.86,broken clouds
427,Ambam,CM,2.3833,11.2833,67.8,99,79,2.42,broken clouds
428,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,8.05,scattered clouds
429,Nyurba,RU,63.2842,118.3319,2.52,98,99,1.77,overcast clouds
430,Doba,TD,8.65,16.85,80.06,56,45,3.09,scattered clouds
431,San Policarpo,PH,12.1791,125.5072,80.98,84,100,8.01,overcast clouds
432,Paidha,UG,2.4167,30.9855,61.95,88,79,5.23,light rain
433,Kirkuk,IQ,35.4681,44.3922,61.77,35,100,6.17,overcast clouds
434,Rudsar,IR,37.1376,50.288,55.8,84,48,5.41,scattered clouds
435,Hualmay,PE,-11.0964,-77.6139,67.71,73,16,10.63,few clouds
436,Pangnirtung,CA,66.1451,-65.7125,-2.83,76,2,6.29,clear sky
437,Ponta Do Sol,PT,32.6667,-17.1,66.83,72,32,4.79,scattered clouds
438,Fereydunshahr,IR,32.941,50.121,36.45,52,100,5.97,overcast clouds
439,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,89,98,21.83,overcast clouds
440,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,72,20,6.91,few clouds
441,Yuli,NG,9.6989,10.2744,81.34,25,68,2.39,broken clouds
442,Moerai,PF,-22.4333,-151.3333,71.1,86,100,12.62,moderate rain
443,Andenes,NO,69.3143,16.1194,39.18,52,0,21.85,clear sky
444,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,69.46,86,100,3.76,overcast clouds
445,Ilhabela,BR,-23.7781,-45.3581,69.03,79,92,11.83,overcast clouds
446,Lat Yao,TH,15.751,99.7893,71.62,86,66,3.49,broken clouds
447,Miranda,CO,3.2499,-76.2281,80.73,91,98,2.15,overcast clouds
448,Grajau,BR,-5.8194,-46.1386,76.59,87,87,2.44,overcast clouds
449,Sayyan,YE,15.1718,44.3244,50.34,40,1,4.27,clear sky
450,Banjar,ID,-8.19,114.9675,76.91,89,100,3.33,light rain
451,Edd,ER,13.9297,41.6925,83.66,43,0,21.41,clear sky
452,Soure,BR,-0.7167,-48.5233,80.87,76,59,9.28,broken clouds
453,Cayenne,GF,4.9333,-52.3333,81.09,82,0,1.99,clear sky
454,Chumikan,RU,54.7183,135.315,16.56,70,73,18.84,broken clouds
455,Baker City,US,44.7749,-117.8344,59.83,72,1,8.05,clear sky
456,Willowmore,ZA,-33.2926,23.4895,65.52,56,86,7.16,overcast clouds
457,Khorixas,NA,-20.3667,14.9667,78.19,32,80,6.4,broken clouds
458,Muros,ES,42.7762,-9.0603,54.23,88,0,11.07,clear sky
459,Turki,RU,51.987,43.2731,34.03,99,100,8.7,light rain
460,Iqaluit,CA,63.7506,-68.5145,10.13,84,90,4.0,light snow
461,Pimentel,PE,-6.8367,-79.9342,68.29,68,0,24.16,clear sky
462,Beloha,MG,-25.1667,45.05,68.85,95,95,3.71,overcast clouds
463,Westport,US,41.1415,-73.3579,48.25,68,75,13.0,broken clouds
464,Coromandel,BR,-18.4733,-47.2003,64.49,86,100,6.67,overcast clouds
465,Sampit,ID,-2.5333,112.95,73.49,99,100,1.77,moderate rain
466,Waitara,NZ,-38.925,174.25,64.72,77,29,12.24,scattered clouds
467,Gorin,RU,51.1983,136.6669,10.17,85,9,3.18,clear sky
468,Cabedelo,BR,-6.9811,-34.8339,81.27,78,7,13.94,clear sky
469,Ibicarai,BR,-14.865,-39.5875,69.78,99,100,2.95,light rain
470,Joensuu,FI,62.6012,29.7632,28.27,84,40,5.75,scattered clouds
471,Fare,PF,-16.7,-151.0167,76.57,81,100,7.34,moderate rain
472,Poum,NC,-20.2333,164.0167,80.31,75,30,8.93,scattered clouds
473,Altay,CN,47.8667,88.1167,33.53,78,97,3.56,overcast clouds
474,Bahia Blanca,AR,-38.7196,-62.2724,71.53,26,4,11.72,clear sky
475,Luganville,VU,-15.5333,167.1667,83.34,74,91,10.13,overcast clouds
476,Boende,CD,-0.2167,20.8667,72.81,78,63,1.59,broken clouds
477,Ucluelet,CA,48.9329,-125.5528,48.51,93,100,7.02,light rain
478,Lasa,IT,46.6166,10.7002,45.48,96,99,3.0,overcast clouds
479,Bom Jesus,BR,-9.0744,-44.3586,81.3,63,86,0.51,overcast clouds
480,Cabra,ES,37.4725,-4.4421,54.9,71,0,0.96,clear sky
481,Fort Morgan,US,40.2503,-103.8,69.8,19,1,10.36,clear sky
482,Gejiu,CN,23.306,103.1635,47.32,99,100,3.58,overcast clouds
483,Wilmington,US,34.2257,-77.9447,60.71,72,1,5.75,clear sky
484,Arman,RU,59.7,150.1667,32.02,98,100,3.09,snow
485,Makakilo City,US,21.3469,-158.0858,80.69,75,1,16.11,light rain
486,Qaqortoq,GL,60.7167,-46.0333,9.1,70,3,9.24,clear sky
487,Ahipara,NZ,-35.1667,173.1667,67.03,78,10,13.13,clear sky
488,Nassau,US,40.7507,-73.5829,47.7,64,1,1.99,clear sky
489,Pecos,US,31.4229,-103.4932,78.3,15,1,0.0,clear sky
490,Belaya Gora,RU,68.5333,146.4167,-1.37,97,100,1.66,overcast clouds
491,Remanso,BR,-9.6179,-42.0831,82.35,55,68,6.93,broken clouds
492,Lafiagi,NG,8.8667,5.4167,83.34,40,100,4.45,overcast clouds
493,Plouzane,FR,48.3833,-4.6167,51.98,84,90,4.61,overcast clouds
494,Mukhen,RU,48.1,136.1,16.43,87,65,9.44,broken clouds
495,Boddam,GB,57.4667,-1.7833,52.12,90,97,27.22,overcast clouds
496,Kalianget,ID,-7.05,113.9333,80.08,80,100,2.84,overcast clouds
497,Kruisfontein,ZA,-34.0033,24.7314,58.89,84,100,3.78,overcast clouds
498,Volot,RU,57.9278,30.7025,30.04,87,26,6.8,scattered clouds
499,Figeac,FR,44.75,1.9167,44.35,95,99,3.67,overcast clouds
500,Zhanjiang,CN,21.2815,110.3427,67.14,71,96,9.37,overcast clouds
501,Komsomolskiy,UZ,40.4272,71.7189,47.12,71,40,4.61,scattered clouds
502,Radomsko,PL,51.0671,19.4448,41.38,76,8,5.08,clear sky
503,Mubi,NG,10.2676,13.2644,77.18,24,100,1.88,overcast clouds
504,Zaysan,KZ,47.4667,84.8667,33.91,87,100,3.22,snow
505,Hinganghat,IN,20.5667,78.8333,71.64,89,35,6.55,scattered clouds
506,Chase,CA,50.8165,-119.6857,42.13,99,100,3.04,light rain
507,Paamiut,GL,61.994,-49.6678,8.29,74,0,11.45,clear sky
508,Tuburan,PH,6.6439,122.2736,77.09,77,69,3.8,broken clouds
509,Spring Hill,US,28.4769,-82.5255,64.81,65,1,10.36,clear sky
510,Kapasan,ID,-6.7773,111.3789,75.49,91,100,2.53,light rain
511,Saint John,CA,45.2727,-66.0677,43.18,76,75,4.61,broken clouds
512,Dauriya,RU,49.9333,116.8667,21.38,77,51,5.06,broken clouds
513,Chamba,IN,32.5667,76.1333,52.11,30,0,9.01,clear sky
514,Zhigansk,RU,66.7697,123.3711,-25.46,99,67,6.78,broken clouds
515,El Tocuyo,VE,9.7873,-69.7937,69.66,62,88,4.03,overcast clouds
516,Tome,CL,-36.6167,-72.95,59.61,72,53,11.05,broken clouds
517,Kolpashevo,RU,58.3131,82.9089,23.05,97,100,2.68,light snow
518,Bridgewater,CA,44.3835,-64.5155,41.11,81,34,4.63,scattered clouds
519,Chippewa Falls,US,44.9369,-91.3929,32.94,68,90,11.5,overcast clouds
520,Aksu,CN,41.1231,80.2644,33.53,48,48,1.99,scattered clouds
521,San Andres,CO,12.5847,-81.7006,86.02,70,40,8.05,scattered clouds
522,Zharkent,KZ,44.1628,80.0,41.92,59,100,4.03,overcast clouds
523,Cap Malheureux,MU,-19.9842,57.6142,76.46,73,100,5.99,overcast clouds
524,Kota Belud,MY,6.351,116.4305,75.06,87,100,5.1,overcast clouds
525,Hambantota,LK,6.1241,81.1185,79.92,80,76,15.82,broken clouds
526,Yuxia,CN,34.0615,108.6291,32.61,55,9,4.99,clear sky
527,Susanville,US,40.4163,-120.653,66.81,42,1,0.0,clear sky
528,Dicabisagan,PH,17.0818,122.4157,76.93,91,72,5.59,broken clouds
529,Serra Talhada,BR,-7.9919,-38.2983,91.85,24,19,8.43,few clouds
530,Oranjemund,NA,-28.55,16.4333,62.64,81,9,11.14,clear sky
531,Adre,TD,13.4667,22.2,74.73,18,1,11.86,clear sky
532,Cairns,AU,-16.9167,145.7667,87.12,70,80,11.5,broken clouds
533,Pandan,PH,14.0453,124.1694,80.15,87,58,9.73,broken clouds
534,Igdir,TR,39.9237,44.045,33.73,44,99,1.12,overcast clouds
535,Tulum,MX,20.2167,-87.4667,78.93,93,99,8.57,overcast clouds
536,Maumere,ID,-8.6199,122.2111,80.37,80,100,5.1,overcast clouds
537,Koygorodok,RU,60.445,50.9968,19.96,94,100,5.21,light snow
538,Labuhan,ID,-6.8844,112.2051,77.34,84,100,4.63,moderate rain
539,Liverpool,GB,53.4106,-2.9779,53.62,88,20,1.99,few clouds
540,Nisia Floresta,BR,-6.0911,-35.2086,81.41,82,8,8.57,clear sky
541,Shingu,JP,33.7333,135.9833,50.81,82,0,5.88,clear sky
542,Santa Maria,BR,-29.6842,-53.8069,76.3,65,75,2.3,light rain
543,Vaitape,PF,-16.5167,-151.75,75.24,88,100,12.97,moderate rain
544,Rabat,MA,33.9911,-6.8401,57.27,100,90,5.75,fog
545,Novo Aripuana,BR,-5.1206,-60.3797,79.12,87,100,2.3,overcast clouds
546,Codrington,AU,-38.2667,141.9667,49.21,69,100,17.47,overcast clouds
547,Tarancon,ES,40.0085,-3.0073,53.22,67,0,6.17,clear sky
548,Warrensburg,US,38.7628,-93.7361,53.69,50,1,7.0,clear sky
549,Ginda,IN,30.6945,78.4932,45.07,28,0,6.53,clear sky
550,Ulaangom,MN,49.9811,92.0667,19.69,86,100,2.59,overcast clouds
551,Gornopravdinsk,RU,60.05,69.9,5.11,98,67,2.55,broken clouds
552,Aripuana,BR,-9.1667,-60.6333,77.13,88,99,0.47,overcast clouds
553,Mogapi,BW,-22.323,27.8349,79.57,37,65,15.61,broken clouds
554,Smithers,CA,54.7804,-127.1743,36.99,88,84,3.11,broken clouds
555,Penarroya-Pueblonuevo,ES,38.3,-5.2667,51.46,57,3,2.98,clear sky
556,Eyl,SO,7.9803,49.8164,76.53,74,29,12.73,scattered clouds
557,Verkhnevilyuysk,RU,63.4453,120.3167,1.94,97,99,2.28,overcast clouds
558,Tabora,TZ,-5.0167,32.8,80.49,31,100,6.69,overcast clouds
559,Prabumulih,ID,-3.45,104.25,74.19,97,100,0.4,overcast clouds
560,Payo,ID,-3.7508,103.6372,73.44,96,100,0.94,overcast clouds
561,Sault Sainte Marie,CA,46.5168,-84.3333,35.89,73,40,8.05,shower rain
562,Yeppoon,AU,-23.1333,150.7333,76.78,59,0,3.24,clear sky
563,Vila Velha,BR,-20.3297,-40.2925,71.55,71,0,6.91,clear sky
564,Ilebo,CD,-4.3167,20.5833,69.62,98,94,1.28,overcast clouds
565,Saint-Pierre,RE,-21.3393,55.4781,74.84,73,0,3.44,clear sky
566,Vao,NC,-22.6667,167.4833,76.12,78,13,10.36,few clouds
567,Dezful,IR,32.3811,48.4058,68.22,33,100,2.51,overcast clouds
568,Tres Arroyos,AR,-38.3739,-60.2798,70.74,29,0,10.87,clear sky
569,San Pedro,PH,14.35,121.0167,80.1,83,40,2.3,scattered clouds
570,Alyangula,AU,-13.8483,136.4192,80.47,54,71,4.61,broken clouds
571,Fortuna,US,40.5982,-124.1573,62.85,91,75,8.05,broken clouds
572,Abnub,EG,27.2696,31.1511,69.35,45,6,7.02,clear sky
573,Istria,RO,44.5667,28.7167,50.97,74,100,4.32,overcast clouds
574,Thompson,CA,55.7435,-97.8558,24.96,68,90,3.44,light snow
575,Araouane,ML,18.9048,-3.5265,82.94,17,100,6.04,overcast clouds
576,Oranjestad,AW,12.524,-70.027,82.35,74,40,17.27,scattered clouds
577,Canavieiras,BR,-15.675,-38.9472,69.76,92,100,8.55,light rain
578,Urucui,BR,-7.2294,-44.5561,79.57,78,91,2.24,overcast clouds
579,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,34.93,83,99,3.98,overcast clouds
580,Deshnok,IN,27.7986,73.3447,70.36,17,0,7.45,clear sky
581,Griffith,US,41.5284,-87.4237,37.89,76,90,4.0,overcast clouds
582,Reitz,ZA,-27.8014,28.4273,56.73,91,22,10.85,few clouds
583,Torata,PE,-17.0769,-70.8433,62.02,48,23,7.16,few clouds
584,Pevek,RU,69.7008,170.3133,16.5,92,100,3.24,overcast clouds
585,Kochubey,RU,44.3861,46.5825,41.41,81,27,10.18,scattered clouds
586,Evensk,RU,61.95,159.2333,29.68,92,100,14.05,light snow
587,Rorvik,NO,64.8621,11.2373,41.27,56,100,20.31,overcast clouds
588,Abu Road,IN,24.4833,72.7833,67.19,30,0,5.44,clear sky
589,Kyabe,TD,9.4515,18.9449,82.87,32,35,3.8,scattered clouds
590,Leh,IN,34.1667,77.5833,16.47,58,14,1.81,few clouds
591,Ossora,RU,59.2353,163.0719,31.17,96,100,9.91,light snow
592,Sagua La Grande,CU,22.8067,-80.0756,77.09,84,100,6.58,overcast clouds
593,Moshenskoye,RU,58.5102,34.5911,31.46,85,29,10.74,scattered clouds
594,Acapulco,MX,16.8634,-99.8901,85.82,54,1,2.3,clear sky
595,Nioro,GM,13.35,-15.75,80.73,40,93,6.26,overcast clouds
596,Dudinka,RU,69.4058,86.1778,-20.25,100,76,6.29,broken clouds
597,Keningau,MY,5.3378,116.1602,72.05,98,95,0.78,overcast clouds
598,Jabinyanah,TN,35.035,10.9081,60.6,50,1,5.46,clear sky
599,Tarauaca,BR,-8.1614,-70.7656,84.09,64,99,2.89,overcast clouds
600,Clermont,FR,49.5,2.4167,46.04,95,6,6.82,clear sky
601,Ryotsu,JP,38.0833,138.4333,55.36,76,69,13.27,broken clouds
602,College,US,64.8569,-147.8028,-2.25,77,90,0.0,mist
603,Vilkija,LT,55.05,23.5833,37.33,91,1,6.85,clear sky
604,New Albany,US,38.2856,-85.8241,47.52,69,90,7.0,overcast clouds
605,Jardim,BR,-21.4803,-56.1381,79.74,71,81,3.09,moderate rain
606,Rudbar,AF,30.15,62.6,52.81,49,0,10.49,clear sky
607,Leirvik,NO,59.7798,5.5005,45.01,70,86,9.1,overcast clouds
608,Darhan,MN,49.4867,105.9228,25.48,52,5,5.75,clear sky
609,Polyarnyy,RU,69.1989,33.4478,9.07,85,50,10.0,scattered clouds
610,Mut,TR,36.6439,33.4389,57.49,40,51,1.07,broken clouds
611,Shimoda,JP,34.6667,138.95,58.1,66,0,3.71,clear sky
612,Ostrovnoy,RU,68.0531,39.5131,24.98,82,100,20.33,light snow
613,Mogadishu,SO,2.0371,45.3438,79.05,79,66,10.47,broken clouds
614,Hobyo,SO,5.3505,48.5268,79.48,73,58,9.31,broken clouds
615,Saint-Francois,FR,46.4154,3.9054,44.04,100,90,2.3,overcast clouds
616,Moroni,KM,-11.7022,43.2551,77.65,78,2,1.95,clear sky
617,Yangambi,CD,0.8102,24.4336,70.39,96,73,1.05,light rain
618,Coquimbo,CL,-29.9533,-71.3436,60.53,77,0,10.36,clear sky
619,Dunedin,NZ,-45.8742,170.5036,54.81,66,100,3.0,overcast clouds
620,Nalut,LY,30.3333,10.85,59.77,33,0,6.26,clear sky
621,Antofagasta,CL,-23.65,-70.4,61.88,76,23,7.2,few clouds
622,Raudeberg,NO,61.9875,5.1352,49.78,80,100,11.01,overcast clouds
623,Ceres,US,37.5949,-120.9577,82.31,88,75,0.0,mist
624,Camacha,PT,33.0833,-16.3333,63.82,68,40,6.91,scattered clouds
625,Poya,NC,-21.35,165.15,85.62,59,61,2.13,broken clouds
626,Auki,SB,-8.7676,160.7034,84.74,68,38,3.71,scattered clouds
627,Ierapetra,GR,35.01,25.7353,63.14,76,25,5.01,scattered clouds
628,Port Hedland,AU,-20.3167,118.5667,73.45,38,30,9.22,scattered clouds
629,Parrita,CR,9.5201,-84.3225,87.06,79,14,4.16,few clouds
630,Gornyye Klyuchi,RU,45.25,133.5,17.6,92,66,2.75,broken clouds
631,Khandbari,NP,27.3747,87.2039,56.21,80,54,1.97,broken clouds
632,Ratnagiri,IN,16.9833,73.3,78.62,83,100,3.76,overcast clouds
633,Norfolk,US,42.1668,-71.2495,47.79,73,75,0.0,broken clouds
634,Kulykivka,UA,51.3735,31.6466,37.42,79,85,3.67,overcast clouds
635,Miramar,US,25.9873,-80.2323,75.0,66,90,6.91,overcast clouds
636,Shieli,KZ,44.1667,66.75,30.87,77,6,8.84,clear sky
637,Lathi,IN,21.7167,71.3833,70.5,40,19,9.69,few clouds
638,Ngunguru,NZ,-35.6167,174.5,70.65,61,15,10.13,few clouds
639,Okhotsk,RU,59.3833,143.3,25.59,96,100,6.82,light snow
640,Ekhabi,RU,53.5102,142.9671,22.17,83,36,13.85,scattered clouds
641,Riyadh,SA,24.6877,46.7219,60.94,29,37,2.77,scattered clouds
642,Venado Tuerto,AR,-33.7456,-61.9688,71.76,40,0,4.65,clear sky
643,Gerash,IR,27.6652,54.1371,63.82,37,19,1.99,few clouds
644,High Level,CA,58.5169,-117.136,21.31,100,90,8.05,overcast clouds
645,Bakchar,RU,57.0186,82.0711,24.84,97,100,5.26,overcast clouds
646,Houma,US,29.5958,-90.7195,70.0,47,1,6.91,clear sky
647,Galesong,ID,-5.3166,119.3661,75.22,84,100,4.99,overcast clouds
648,Bilibino,RU,68.0546,166.4372,6.58,96,98,3.76,overcast clouds
649,Doha,QA,25.2867,51.5333,73.38,60,0,6.91,clear sky
650,Bama,NG,11.5221,13.6856,78.26,24,50,6.06,scattered clouds
651,Namwala,ZM,-15.7504,26.4384,75.34,51,33,4.03,light rain
652,Maunatlala,BW,-22.597,27.6301,83.23,30,83,13.78,broken clouds
653,Dabakala,CI,8.3667,-4.4333,80.94,65,63,2.53,broken clouds
654,Namibe,AO,-15.1961,12.1522,70.75,83,100,7.31,overcast clouds
655,Sembe,CG,1.6481,14.5806,69.03,93,53,1.9,broken clouds
656,Mezhdurechensk,RU,53.6942,88.0603,32.67,99,100,2.71,snow
657,Quelimane,MZ,-17.8786,36.8883,78.22,90,93,6.11,overcast clouds
658,Bangkalan,ID,-7.0455,112.7351,76.95,86,100,3.38,moderate rain
659,Ballina,AU,-28.8667,153.5667,75.38,38,0,8.16,clear sky
660,Eresos,GR,39.1667,25.9333,58.64,79,75,4.74,broken clouds
661,Sri Aman,MY,1.2376,111.4621,75.25,100,100,2.3,overcast clouds
662,Neryungri,RU,56.6709,124.6491,-3.21,97,99,0.56,overcast clouds
663,Paka,MY,4.6374,103.4368,75.13,94,95,0.0,overcast clouds
664,Moratuwa,LK,6.773,79.8816,79.02,85,95,10.49,overcast clouds
665,Padang,ID,-0.9492,100.3543,73.45,83,100,2.71,overcast clouds
666,Novoagansk,RU,61.9449,76.6625,-11.27,95,57,2.66,broken clouds
