City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
380,Port Blair,11.6667,92.75,84.24,84,40,11.5,IN,2021-11-08 02:44:24
381,Kajaani,64.2273,27.7285,23.05,80,0,6.91,FI,2021-11-08 02:44:24
382,Yining,29.0361,114.5636,50.61,38,45,2.71,CN,2021-11-08 02:35:47
383,Itarema,-2.9248,-39.9167,78.37,82,77,6.93,BR,2021-11-08 02:44:25
384,Marsaxlokk,35.8419,14.5431,70.41,94,20,16.11,MT,2021-11-08 02:44:25
385,Pimentel,-6.8367,-79.9342,63.64,84,59,11.99,PE,2021-11-08 02:44:26
386,Santa Rosalia,27.3167,-112.2833,74.57,45,81,5.21,MX,2021-11-08 02:37:51
387,Mizan Teferi,6.9833,35.5833,60.8,83,65,2.93,ET,2021-11-08 02:44:26
388,Saint-Denis,48.9167,2.3333,44.15,93,20,2.3,FR,2021-11-08 02:44:27
389,Hailar,49.2,119.7,24.42,38,0,7.05,CN,2021-11-08 02:38:25
390,Nemuro,43.3236,145.575,48.63,74,60,10.83,JP,2021-11-08 02:44:28
391,Charagua,-19.8,-63.2167,58.12,93,68,2.39,BO,2021-11-08 02:44:28
392,Los Llanos De Aridane,28.6585,-17.9182,64.15,68,75,8.01,ES,2021-11-08 02:44:29
393,Mehamn,71.0357,27.8492,27.34,87,100,2.89,NO,2021-11-08 02:44:29
394,Kuminskiy,58.6667,66.5667,33.19,97,100,10.49,RU,2021-11-08 02:44:29
395,Nampula,-15.1165,39.2666,71.55,88,0,12.66,MZ,2021-11-08 02:44:30
396,Praia Da Vitoria,38.7333,-27.0667,70.05,83,75,19.44,PT,2021-11-08 02:44:30
397,Tiksi,71.6872,128.8694,13.82,78,100,24.61,RU,2021-11-08 02:44:30
398,Cabatuan,10.8794,122.486,86.47,73,42,11.97,PH,2021-11-08 02:44:31
399,Necochea,-38.5473,-58.7368,55.04,87,74,12.8,AR,2021-11-08 02:36:38
400,Santa Helena De Goias,-17.8136,-50.5969,77.83,61,28,4.81,BR,2021-11-08 02:44:31
401,Ekibastuz,51.6667,75.3667,30.36,44,66,15.17,KZ,2021-11-08 02:41:13
402,Khandyga,62.6667,135.6,-3.33,93,100,5.75,RU,2021-11-08 02:40:54
403,Aquiraz,-3.9014,-38.3911,81.18,80,41,7.94,BR,2021-11-08 02:44:32
404,Partizanskoye,55.5006,94.39,36.66,57,100,21.74,RU,2021-11-08 02:44:32
405,Pizarro,4.9533,-77.366,76.12,88,100,2.98,CO,2021-11-08 02:44:33
406,Paita,-5.0892,-81.1144,64.2,84,18,12.35,PE,2021-11-08 02:35:21
407,Luba,3.4568,8.5547,79.36,85,88,4.12,GQ,2021-11-08 02:44:34
408,Wuwei,37.9281,102.6414,30.69,35,14,2.13,CN,2021-11-08 02:44:34
409,Srednekolymsk,67.45,153.6833,4.15,96,100,6.46,RU,2021-11-08 02:44:35
410,Mortara,45.2473,8.7355,47.37,88,91,2.62,IT,2021-11-08 02:44:35
411,Sterling,39.0062,-77.4286,49.15,77,20,3.0,US,2021-11-08 02:39:45
412,Kharagauli,42.0214,43.1977,43.16,84,17,5.14,GE,2021-11-08 02:44:36
413,Antofagasta,-23.65,-70.4,60.08,75,43,6.44,CL,2021-11-08 02:41:58
414,Ouallam,14.3188,2.0866,82.49,13,29,6.22,NE,2021-11-08 02:44:36
415,Douglas,41.3,-96.167,59.76,80,1,0.0,US,2021-11-08 02:44:36
416,Emba,48.8264,58.1442,31.26,63,88,4.81,KZ,2021-11-08 02:44:37
417,Leshukonskoye,64.8989,45.7622,21.27,91,15,2.59,RU,2021-11-08 02:44:37
418,Lorengau,-2.0226,147.2712,83.03,79,43,10.38,PG,2021-11-08 02:38:28
419,Ushtobe,45.2514,77.9838,22.42,74,5,3.78,KZ,2021-11-08 02:44:38
420,Manokwari,-0.8667,134.0833,85.26,67,46,11.43,ID,2021-11-08 02:44:38
421,Almaty,43.25,76.95,13.91,92,0,2.24,KZ,2021-11-08 02:44:39
422,Thinadhoo,0.5333,72.9333,83.08,66,96,15.43,MV,2021-11-08 02:44:39
423,Coos Bay,43.3665,-124.2179,49.01,97,90,9.22,US,2021-11-08 02:43:53
424,Santa Maria,-29.6842,-53.8069,63.7,72,0,10.36,BR,2021-11-08 02:40:55
425,Ribeira Brava,32.65,-17.0667,66.83,69,11,7.36,PT,2021-11-08 02:44:42
426,Camalu,30.85,-116.0667,54.43,87,6,4.85,MX,2021-11-08 02:44:43
427,Beaverlodge,55.2166,-119.4361,24.15,63,43,4.7,CA,2021-11-08 02:44:44
428,Plattsburgh,44.6995,-73.4529,48.52,81,75,0.0,US,2021-11-08 02:44:41
429,Sinazongwe,-17.2614,27.4618,78.82,44,4,6.35,ZM,2021-11-08 02:44:44
430,Porto Novo,6.4965,2.6036,76.82,88,100,4.09,BJ,2021-11-08 02:44:44
431,Souillac,-20.5167,57.5167,77.36,83,40,8.05,MU,2021-11-08 02:44:45
432,Aste,45.7906,11.0961,44.24,76,100,3.62,IT,2021-11-08 02:44:45
433,Glendive,47.1053,-104.7125,37.18,69,1,11.5,US,2021-11-08 02:44:45
434,Korsakov,46.6328,142.7813,44.44,57,100,4.09,RU,2021-11-08 02:44:46
435,Nuuk,64.1835,-51.7216,21.81,73,20,10.36,GL,2021-11-08 02:38:27
436,Price,39.5994,-110.8107,54.66,35,1,0.0,US,2021-11-08 02:39:47
437,Sehithwa,-20.4667,22.7167,76.75,44,100,5.39,BW,2021-11-08 02:44:46
438,Sheridan,44.8333,-106.9173,42.98,61,90,0.0,US,2021-11-08 02:44:47
439,Henties Bay,-22.116,14.2845,53.85,90,16,11.63,NA,2021-11-08 02:44:47
440,Port Keats,-14.25,129.55,90.39,57,53,11.03,AU,2021-11-08 02:44:48
441,Alyangula,-13.8483,136.4192,89.47,66,75,8.05,AU,2021-11-08 02:44:48
442,Bangsund,64.3968,11.3949,32.92,70,95,4.21,NO,2021-11-08 02:44:49
443,Beckley,37.7782,-81.1882,43.29,58,1,4.61,US,2021-11-08 02:41:42
444,Kaputa,-8.4689,29.6619,72.27,52,63,2.91,ZM,2021-11-08 02:44:49
445,Newport,51.5877,-2.9984,45.54,91,44,3.6,GB,2021-11-08 02:44:49
446,Lashio,22.9333,97.75,74.07,58,23,0.78,MM,2021-11-08 02:44:50
447,Port-Gentil,-0.7193,8.7815,78.67,85,100,11.48,GA,2021-11-08 02:35:36
448,Palmer,42.1584,-72.3287,43.47,71,100,4.43,US,2021-11-08 02:44:50
449,Dunkwa,5.9656,-1.78,74.08,98,94,1.95,GH,2021-11-08 02:44:51
450,Valdez,1.2492,-78.9831,76.26,86,100,7.54,EC,2021-11-08 02:44:52
451,Contamana,-7.3333,-75.0167,76.17,74,34,2.71,PE,2021-11-08 02:44:52
452,Micheweni,-4.9667,39.8333,75.51,83,85,3.44,TZ,2021-11-08 02:44:53
453,Linden,6.0,-58.3,75.34,98,100,2.46,GY,2021-11-08 02:44:54
454,Iskateley,67.6803,53.1512,19.81,82,32,7.7,RU,2021-11-08 02:44:55
455,Lithgow,-33.4833,150.15,70.09,48,51,8.16,AU,2021-11-08 02:44:56
456,Arkhara,49.4212,130.0842,27.48,50,100,6.93,RU,2021-11-08 02:44:56
457,Isangel,-19.55,169.2667,82.51,65,75,6.91,VU,2021-11-08 02:37:00
458,Murgab,37.4966,61.9714,40.87,75,90,4.61,TM,2021-11-08 02:44:57
459,Otjiwarongo,-20.4637,16.6477,67.17,27,95,3.94,NA,2021-11-08 02:44:57
460,Oranjemund,-28.55,16.4333,58.23,83,49,8.03,NA,2021-11-08 02:44:57
461,Newton,42.337,-71.2092,45.95,80,1,0.0,US,2021-11-08 02:41:55
462,Cabo San Lucas,22.8909,-109.9124,79.05,67,40,8.55,MX,2021-11-08 02:42:43
463,Ankazoabo,-22.2833,44.5167,71.76,65,45,2.33,MG,2021-11-08 02:44:59
464,Waingapu,-9.6567,120.2641,88.11,61,87,8.48,ID,2021-11-08 02:42:09
465,Meulaboh,4.1363,96.1285,76.32,94,100,6.06,ID,2021-11-08 02:45:00
466,Cabedelo,-6.9811,-34.8339,79.47,80,64,9.93,BR,2021-11-08 02:45:00
467,Xining,36.6167,101.7667,24.58,44,99,1.19,CN,2021-11-08 02:36:52
468,Santa Cruz,-17.8,-63.1667,69.26,78,20,3.44,BO,2021-11-08 02:42:02
469,Timra,62.487,17.3257,27.68,75,12,6.91,SE,2021-11-08 02:45:00
470,Cockburn Town,21.4612,-71.1419,81.86,74,99,7.02,TC,2021-11-08 02:45:01
471,Lavrentiya,65.5833,-171.0,9.91,83,7,7.25,RU,2021-11-08 02:39:27
472,Guerrero Negro,27.9769,-114.0611,65.08,84,99,9.62,MX,2021-11-08 02:44:35
473,Selikhino,50.3672,137.4996,29.43,45,87,4.61,RU,2021-11-08 02:45:02
474,Berlevag,70.8578,29.0864,29.8,68,100,7.63,NO,2021-11-08 02:35:33
475,Osakarovka,50.565,72.5692,23.04,51,27,8.52,KZ,2021-11-08 02:45:03
476,Taraz,42.9,71.3667,45.28,79,90,2.24,KZ,2021-11-08 02:41:13
477,Rabo De Peixe,37.8,-25.5833,69.28,84,40,14.97,PT,2021-11-08 02:45:05
478,Cayenne,4.9333,-52.3333,81.09,84,75,3.0,GF,2021-11-08 02:45:05
479,Kahului,20.8947,-156.47,82.42,73,20,26.46,US,2021-11-08 02:45:06
480,San Cristobal,7.7669,-72.225,75.38,90,98,1.74,VE,2021-11-08 02:45:06
481,Porto Santo,33.072,-16.3415,66.58,59,40,10.36,PT,2021-11-08 02:45:07
482,Novoagansk,61.9449,76.6625,32.43,98,100,12.24,RU,2021-11-08 02:45:07
483,Gigmoto,13.7796,124.39,82.87,85,100,11.88,PH,2021-11-08 02:45:08
484,Shirokiy,49.758,129.523,25.02,62,100,8.28,RU,2021-11-08 02:45:08
485,Mandiana,10.6333,-8.6833,78.24,66,81,3.2,GN,2021-11-08 02:45:09
486,Innisfail,-17.5333,146.0333,84.27,70,75,8.99,AU,2021-11-08 02:45:09
487,Hovd,48.0056,91.6419,22.78,42,0,1.03,MN,2021-11-08 02:45:10
488,Saint Anthony,45.0205,-93.218,55.71,84,1,3.0,US,2021-11-08 02:40:30
489,Mbanza-Ngungu,-5.25,14.8667,67.32,99,81,3.89,CD,2021-11-08 02:45:10
490,Russell,32.3502,-85.1999,49.6,65,0,5.06,US,2021-11-08 02:45:11
491,Sechura,-5.5569,-80.8222,65.08,79,52,12.75,PE,2021-11-08 02:45:11
492,Santa Lucia,27.9117,-15.5407,60.12,67,75,20.71,ES,2021-11-08 02:45:11
493,Nongan,44.382,125.1685,34.21,97,100,19.86,CN,2021-11-08 02:45:12
494,Sorong,-0.8833,131.25,84.9,73,9,5.32,ID,2021-11-08 02:45:12
495,Sovetskiy,61.3614,63.5842,32.34,91,99,9.4,RU,2021-11-08 02:45:12
496,Tefe,-3.3542,-64.7114,73.31,92,53,2.3,BR,2021-11-08 02:45:13
497,Kitui,-1.367,38.0106,59.59,97,95,3.33,KE,2021-11-08 02:45:13
498,Grand Forks,47.9417,-97.4337,40.68,84,20,5.75,US,2021-11-08 02:45:13
499,Salym,60.0625,71.4789,32.4,98,100,8.25,RU,2021-11-08 02:45:15
500,Altay,47.8667,88.1167,21.76,54,0,4.68,CN,2021-11-08 02:45:16
501,Maun,-19.9833,23.4167,76.96,57,40,9.22,BW,2021-11-08 02:45:16
502,Roswell,34.0232,-84.3616,55.08,65,1,9.22,US,2021-11-08 02:44:26
503,Honningsvag,70.9821,25.9704,29.8,94,100,6.04,NO,2021-11-08 02:41:56
504,Kita,13.0349,-9.4895,77.72,49,4,2.1,ML,2021-11-08 02:45:16
505,Tazmalt,36.3868,4.3989,52.9,93,100,5.48,DZ,2021-11-08 02:45:17
506,Olafsvik,64.8945,-23.7142,36.43,98,100,29.42,IS,2021-11-08 02:41:55
507,Nueve De Julio,-35.4444,-60.8831,57.04,78,1,4.83,AR,2021-11-08 02:44:42
508,Mackay,-21.15,149.2,92.68,55,23,17.27,AU,2021-11-08 02:45:17
509,Tago,9.0211,126.2317,84.52,73,29,4.07,PH,2021-11-08 02:45:18
510,Quatre Cocos,-20.2078,57.7625,77.09,79,84,11.59,MU,2021-11-08 02:45:18
511,Benghazi,32.1167,20.0667,70.07,54,77,11.7,LY,2021-11-08 02:45:20
512,Bereda,43.2686,-7.5406,49.01,100,100,2.64,ES,2021-11-08 02:45:21
513,Lubyany,56.0378,51.4,31.64,87,100,8.01,RU,2021-11-08 02:45:23
514,Ancud,-41.8697,-73.8203,54.43,95,94,2.28,CL,2021-11-08 02:45:24
515,Dzaoudzi,-12.7887,45.2699,76.89,88,0,3.44,YT,2021-11-08 02:45:25
516,West Melbourne,28.0717,-80.6534,64.96,87,20,6.91,US,2021-11-08 02:45:26
517,Chandur,19.7333,79.1833,68.18,56,33,3.85,IN,2021-11-08 02:45:27
518,Bodden Town,19.2833,-81.25,79.0,69,75,8.01,KY,2021-11-08 02:45:28
519,Vao,-22.6667,167.4833,72.5,64,14,7.38,NC,2021-11-08 02:45:29
520,Goderich,43.7501,-81.7165,50.32,76,48,6.91,CA,2021-11-08 02:39:23
521,Vanavara,60.34,102.2797,29.43,88,100,12.53,RU,2021-11-08 02:45:30
522,Tadine,-21.55,167.8833,77.11,57,60,6.26,NC,2021-11-08 02:45:31
523,Santa Isabel Do Rio Negro,-0.4139,-65.0192,73.36,99,96,1.86,BR,2021-11-08 02:45:31
524,Ilhabela,-23.7781,-45.3581,67.14,83,13,2.84,BR,2021-11-08 02:45:32
525,Rio Gallegos,-51.6226,-69.2181,46.45,53,0,14.97,AR,2021-11-08 02:45:32
526,Ontario,34.0633,-117.6509,67.64,71,1,1.01,US,2021-11-08 02:42:49
527,Divnomorskoye,44.5011,38.1353,58.89,91,100,6.04,RU,2021-11-08 02:45:33
528,Bologoye,57.8799,34.1068,39.27,97,100,7.81,RU,2021-11-08 02:45:33
529,Qinhuangdao,39.9317,119.5883,31.62,71,100,13.24,CN,2021-11-08 02:41:20
530,Mayumba,-3.432,10.6554,76.64,89,100,1.86,GA,2021-11-08 02:37:52
531,Pidhorodne,48.5753,35.1068,45.64,63,89,9.73,UA,2021-11-08 02:45:34
532,Leh,34.1667,77.5833,21.38,56,0,3.47,IN,2021-11-08 02:45:34
533,Morro Bay,35.3658,-120.8499,64.2,46,100,4.0,US,2021-11-08 02:45:35
534,Baykit,61.67,96.37,30.69,89,100,10.67,RU,2021-11-08 02:38:26
535,Riberalta,-10.9833,-66.1,73.06,91,98,1.5,BO,2021-11-08 02:45:35
536,Nalut,30.3333,10.85,64.18,46,87,1.97,LY,2021-11-08 02:45:35
537,Aykhal,66.0,111.5,17.82,94,97,18.95,RU,2021-11-08 02:45:36
538,Wamba,8.9333,8.6,73.65,71,67,3.42,NG,2021-11-08 02:45:36
539,Boffa,10.1667,-14.0333,74.5,90,20,1.05,GN,2021-11-08 02:45:36
540,Agadez,19.75,10.25,70.84,16,4,3.71,NE,2021-11-08 02:45:37
541,Dalhousie,32.5333,75.9833,50.7,37,0,5.91,IN,2021-11-08 02:45:37
542,Marzuq,14.4,46.4667,64.58,36,0,1.28,YE,2021-11-08 02:45:37
543,Eyl,7.9803,49.8164,74.71,79,20,9.15,SO,2021-11-08 02:45:38
544,Kamenka,51.3223,42.7678,39.07,89,100,8.3,RU,2021-11-08 02:45:38
545,Shingu,33.7333,135.9833,70.79,73,43,20.11,JP,2021-11-08 02:39:14
546,Umm Lajj,25.0213,37.2685,77.11,48,0,5.95,SA,2021-11-08 02:45:39
547,Ust-Nera,64.5667,143.2,-11.7,97,71,5.91,RU,2021-11-08 02:45:39
548,Basco,20.4487,121.9702,81.45,78,4,7.31,PH,2021-11-08 02:35:44
549,High Level,58.5169,-117.136,26.71,93,90,6.91,CA,2021-11-08 02:45:40
550,Killorglin,52.1,-9.7833,53.87,99,100,5.75,IE,2021-11-08 02:45:41
551,Port Macquarie,-31.4333,152.9167,76.96,60,83,11.39,AU,2021-11-08 02:31:36
552,Sakakah,29.9697,40.2064,60.37,37,0,4.56,SA,2021-11-08 02:45:41
553,Yulara,-25.2406,130.9889,67.84,100,75,14.97,AU,2021-11-08 02:40:57
554,Maragogi,-9.0122,-35.2225,76.8,87,10,7.38,BR,2021-11-08 02:42:10
555,Hirson,49.9226,4.0826,42.82,88,100,5.01,FR,2021-11-08 02:45:42
556,Tuatapere,-46.1333,167.6833,67.48,50,99,4.65,NZ,2021-11-08 02:39:41
557,Zyryanovsk,49.7386,84.2719,15.4,83,49,1.19,KZ,2021-11-08 02:45:42
558,Vinh,18.6667,105.6667,64.29,85,100,13.87,VN,2021-11-08 02:45:43
559,Sparta,43.9441,-90.8129,60.33,67,1,10.36,US,2021-11-08 02:45:43
560,Gubbio,43.3545,12.5725,48.61,88,100,2.75,IT,2021-11-08 02:45:43
561,Muros,42.7762,-9.0603,55.99,85,99,11.92,ES,2021-11-08 02:45:44
562,Hutchinson,38.0608,-97.9298,64.35,54,1,4.0,US,2021-11-08 02:44:54
563,Cosala,24.4125,-106.6908,74.12,66,7,2.95,MX,2021-11-08 02:45:45
564,Punta Alta,-38.8759,-62.0736,58.82,53,25,11.74,AR,2021-11-08 02:45:45
565,Mount Pleasant,32.7941,-79.8626,54.0,71,1,5.01,US,2021-11-08 02:44:55
566,Jaciara,-15.9653,-54.9683,73.6,85,100,2.51,BR,2021-11-08 02:45:46
567,Bandarbeyla,9.4942,50.8122,76.69,70,80,8.48,SO,2021-11-08 02:45:46
568,Yuzhno-Kurilsk,44.0306,145.8556,48.47,69,90,7.58,RU,2021-11-08 02:45:47
569,Beruwala,6.4788,79.9828,78.71,83,100,11.72,LK,2021-11-08 02:45:47
570,Lircay,-12.9896,-74.7205,51.66,79,89,3.33,PE,2021-11-08 02:45:48
